YORF,Name,NCBI gi,NCBI gi2,SGD ID,ORF status,"# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long",O_i (Integrated probability of peptide observations),n_i (# observed peptides),p_i (probability of correct protein identification),APEX,n_i (# observed peptides),p_i (probability of correct protein identification),APEX,p(YPD),p(YMD),p(null),Z (YMD-YPD),GFP- YPD,GFP - YMD,Western,2D gel,"Average (>=2 measurements out of APEX, Western, 2D)",SAGE,HDA,Wang,"Average (>=2 measurements out of SAGE,HDA, Wang)",Avg_protein/Avg_mRNA,MW (Da),PI,CAI (Codon Adaptation Index),Length,Codon Bias,FOP Score (Frequency of Optimal Codons),Gravy Score (Hydropathicity of Protein),"Aromaticity (Frequency of aromatic amino acids: Phe, Tyr, Trp)",PEST_abs,PEST_rel
YHR186C,YHR186C,6321980,,S000001229,ORF|Verified,446,129.8,,,,,,,0,0,0,,,,,,,,0.3,1.2,0.75,,177608,7.78,0.132,1557,0.029,0.423,-0.405588,0.093128,385,0.25
YHR187W,IKI1,6321981,,S000001230,ORF|Verified,68,15.91,,,,,,,0,0,0,,99.5,61,3870,,,,1.1,,,,35219,4.55,0.122,309,-0.035,0.404,-0.344337,0.097087,90,0.29
YHR188C,GPI16,6321982,,S000001231,ORF|Verified,115,27.99,,,,,,,0,0,0,,,,1680,,,1,1.9,1.4,1.433333333,,68771,5.02,0.14,610,0.114,0.462,-0.168689,0.104918,170,0.28
YHR189W,YHR189W,6321983,,S000001232,ORF|Verified,70,17.53,,,,,,,0,0,0,,,,339,,,,,0.76,,,21036,10.73,0.068,190,-0.039,0.339,-0.346316,0.068421,44,0.23
YHR190W,ERG9,6321984,,S000001233,ORF|Verified,116,30.91,,,,,,,0,0,0,,,,10800,,,9,4,2.95,5.316666667,,51719,5.79,0.297,444,0.35,0.616,-0.107207,0.108108,90,0.2
YHR191C,CTF8,6321985,,S000001234,ORF|Verified,52,16.48,,,,,,,0,0,0,,,,,,,,1,1.18,1.09,,15169,9.07,0.069,133,-0.103,0.339,-0.399248,0.06015,31,0.23
YHR192W,YHR192W,6321986,,S000001235,ORF|Uncharacterized,99,19.81,,,,,,,0,0,0,,53.5,75,3390,,,1,1.2,1.15,1.116666667,,32062,9.4,0.13,278,0.01,0.419,-0.504316,0.100719,63,0.23
YHR193C,EGD2,6321987,,S000001236,ORF|Verified,48,13.09,10,0.99,70319,18,1,112752,0.000551876,0.000892238,0.000731185,1.23,4730,3591.400337,38000,,54159.51856,8,26.7,14.4,16.36666667,3309,18709,4.67,0.578,174,0.617,0.776,-0.471265,0.034483,34,0.2
YHR194W,MDM31,6321988,,S000001237,ORF|Verified,185,40.8,1,0.39,889,,,,5.52E-05,0,2.61E-05,-1.06,,,1200,,1044.377248,,0.7,0.85,0.775,,66702,10.04,0.108,579,0.05,0.438,-0.212781,0.122625,120,0.21
YHR195W,NVJ1,6321989,,S000001238,ORF|Verified,109,35.92,2,0.72,3727,,,,0.000110375,0,5.22E-05,-1.49,,,1900,,2813.689402,,1.1,0.73,0.915,,36421,4.9,0.128,321,0.084,0.449,-0.756075,0.05919,100,0.31
YHR196W,UTP9,6321990,,S000001239,ORF|Verified,176,45.4,,,,,,,0,0,0,,350,188,20000,,,1,2.4,2.42,1.94,,65271,4.57,0.171,575,0.064,0.47,-0.504174,0.066087,154,0.27
YHR197W,YHR197W,6321991,,S000001240,ORF|Verified,213,57.83,,,,,,,0,0,0,,181,79,7820,,,,1.9,1.09,1.495,,86666,5.5,0.173,763,0.114,0.481,-0.139318,0.076016,214,0.28
YHR198C,YHR198C,6321992,,S000001241,ORF|Uncharacterized,121,27.31,,,,,,,0,0,0,,,,1350,,,2,0.3,0.98,1.093333333,,36501,9.78,0.126,321,-0.028,0.379,-0.461059,0.096573,74,0.23
YHR199C,YHR199C,6321993,,S000001242,ORF|Uncharacterized,114,36.32,,,,,,,0,0,0,,,,4420,,,1,1.1,1.08,1.06,,34113,9.77,0.119,310,0.088,0.445,-0.195484,0.080645,69,0.22
YHR200W,RPN10,6321994,,S000001243,ORF|Verified,58,16.45,,,,,,,0,0,0,,295.5,100,17200,,,,3.6,2.06,2.83,,29747,4.56,0.108,268,0.045,0.429,-0.50709,0.052239,70,0.26
YHR201C,PPX1,6321995,,S000001244,ORF|Verified,136,39.89,,,,,,,0,0,0,,323.5,258,3170,,,,1.5,1.32,1.41,,45051,5.48,0.141,397,0.1,0.469,-0.327456,0.080605,87,0.22
YHR202W,YHR202W,6321996,,S000001245,ORF|Uncharacterized,163,46.19,,,,,,,0,0,0,,,,,,,,0.6,0.75,0.675,,68998,6.19,0.14,602,0.028,0.434,-0.394685,0.106312,147,0.24
YHR203C,RPS4B,6321997,,S000001246,ORF|Verified,125,30.45,105,1,320612,82,1,220809,0.005794702,0.004064638,0.004883272,-2.42,5505.5,4071,102000,,211305.8509,52,45.9,26.85,41.58333333,5082,29410,10.9,0.709,261,0.73,0.837,-0.447893,0.072797,43,0.16
YHR204W,MNL1,6321998,,S000001247,ORF|Verified,176,37.26,,,,,,,0,0,0,,,,656,,,,0.4,0.81,0.605,,91245,4.82,0.137,796,0.043,0.43,-0.204774,0.126884,204,0.26
YHR205W,SCH9,6321999,,S000001248,ORF|Verified,172,40.33,,,,,,,0,0,0,,164.5,131.5,3850,,,5,1,1.19,2.396666667,,91811,6.04,0.17,824,0.105,0.475,-0.67949,0.086165,218,0.26
YHR206W,SKN7,6322000,,S000001249,ORF|Verified,130,29.22,,,,,,,0,0,0,,,,2570,,,,1.1,1.15,1.125,,69202,7.04,0.141,622,0.102,0.47,-0.641158,0.054662,173,0.28
YHR207C,SET5,6322001,,S000001250,ORF|Verified,194,48.48,,,,,,,0,0,0,,108.5,73.5,5000,,,1,0.7,0.76,0.82,,60547,6.43,0.144,526,0.017,0.43,-0.642015,0.085551,126,0.24
YHR208W,BAT1,6322002,,S000001251,ORF|Verified,112,30.96,,,,8,1,21187,0,0.00039655,0.00020891,2.68,,,87300,,,15,5.6,2.37,7.656666667,,43596,9.59,0.348,393,0.421,0.648,-0.303817,0.094148,98,0.25
YHR209W,YHR209W,6322003,,S000001252,ORF|Uncharacterized,85,18.34,,,,,,,0,0,0,,,,4380,,,,0.4,0.69,0.545,,33785,5.85,0.123,291,-0.041,0.391,-0.397938,0.134021,76,0.26
YHR210C,YHR210C,6322004,,S000001253,ORF|Uncharacterized,100,22.76,,,,,,,0,0,0,,,,,,,,,0.41,,,37932,5.75,0.153,341,0.119,0.479,-0.351613,0.093842,83,0.24
YHR211W,FLO5,6322005,,S000001254,ORF|Verified,49,10.99,,,,,,,0,0,0,,,,,,,,0.3,0.27,0.285,,111981,4.04,0.233,1075,0.341,0.621,-0.152651,0.061395,549,0.51
YHR212C,YHR212C,6322006,,S000001255,ORF|Dubious,65,13.7,5,0.22,7465,2,0.57,6823,0.000275938,9.91E-05,0.000182796,-1.28,,,,,,,0.2,0.43,0.315,,12860,11.78,0.115,111,0.045,0.407,-0.599099,0.072072,,
YHR213W,YHR213W,6322007,,S000001256,ORF|Uncharacterized,9,2.07,,,,,,,0,0,0,,,,,,,,0.1,0.22,0.16,,21145,3.8,0.249,198,0.298,0.594,-0.181818,0.106061,82,0.41
YHR214C-B,YHR214C-B,6322010,,S000003534,transposable_element_gene,518,126.1,,,,,,,0,0,0,,,,,,,,,1.87,,,202816,8.5,,1793,,,,,520,0.29
YHR214C-C,YHR214C-C,6862572,,S000007421,transposable_element_gene,98,23.5,,,,,,,0,0,0,,,,,,,,,,,,53325,8.71,,478,,,,,159,0.33
YHR214W,YHR214W,6322008,,S000001257,ORF|Uncharacterized,32,10.64,,,,,,,0,0,0,,,,,,,,0.6,0.39,0.495,,20593,4.32,0.307,203,0.447,0.658,0.081281,0.083744,73,0.36
YHR214W-A,YHR214W-A,6322009,,S000003535,ORF|Dubious,24,7.58,,,,,,,0,0,0,,,,,,,,,0.49,,,18038,12.31,0.044,161,-0.103,0.277,0.319876,0.055901,,
YHR215W,PHO12,6322011,,S000001258,ORF|Verified,113,22.97,5,0.96,19429,,,,0.000275938,0,0.000130569,-2.36,,,3290,,11359.66019,1,0.6,1.38,0.993333333,11436,52699,4.85,0.327,467,0.389,0.644,-0.386724,0.130621,113,0.24
YHR216W,IMD2,6322012,,S000001259,ORF|Verified,143,37.16,,,,,,,0,0,0,,396,324.5,7870,,,,0.8,1.94,1.37,,56530,8.59,0.305,523,0.406,0.641,-0.13499,0.061185,115,0.22
YHR218W,YHR218W,6322014,,S000001261,ORF|Uncharacterized,221,51.83,,,,,,,0,0,0,,,,,,,,0.8,0.12,0.46,,68850,8.79,0.094,603,-0.009,0.392,-0.309121,0.102819,142,0.24
YHR219W,YHR219W,6322015,,S000001262,ORF|Uncharacterized,184,47.55,,,,,,,0,0,0,,,,,,,,6.1,0.23,3.165,,70127,6.32,0.12,624,0.107,0.468,-0.609455,0.080128,198,0.32
YIL001W,YIL001W,6322190,,S000001263,ORF|Uncharacterized,165,43.78,1,0.24,510,,,,5.52E-05,0,2.61E-05,-1.06,,,195,,352.3489544,,0.4,0.5,0.45,,59731,4.89,0.119,513,-0.012,0.404,-0.130215,0.109162,105,0.2
YIL002C,INP51,6322189,,S000001264,ORF|Verified,320,81.64,,,,,,,0,0,0,,,,98.9,,,1,0.6,0.8,0.8,,108429,6.7,0.116,946,-0.048,0.389,-0.358457,0.112051,240,0.25
YIL003W,DRE3,6322188,,S000001265,ORF|Verified,76,21.69,,,,,,,0,0,0,,,,,,,,0.2,0.59,0.395,,31922,5.33,0.107,293,0.014,0.422,-0.121502,0.061433,87,0.3
YIL004C,BET1,6322187,,S000001266,ORF|Verified,41,10.46,,,,,,,0,0,0,,112,62,,,,,1.1,1,1.05,,15720,9.17,0.084,142,-0.051,0.359,-0.28169,0.091549,34,0.24
YIL005W,EPS1,6322186,,S000001267,ORF|Verified,254,61.53,1,0.26,393,,,,5.52E-05,0,2.61E-05,-1.06,,,6020,,3206.441755,1,0.4,,0.7,,81218,7.86,0.147,701,0.03,0.44,-0.509273,0.11127,168,0.24
YIL006W,YIL006W,6322185,,S000001268,ORF|Verified,89,27.36,,,,,,,0,0,0,,,,,,,,,0.39,,,41954,8.9,0.099,373,0.047,0.427,0.008847,0.115281,98,0.26
YIL007C,YIL007C,6322184,,S000001269,ORF|Verified,67,21.24,,,,,,,0,0,0,,,,846,,,1,0.7,0.5,0.733333333,,24846,5.7,0.122,220,0.062,0.441,-0.344545,0.040909,47,0.21
YIL008W,URM1,6322183,,S000001270,ORF|Verified,17,3.85,,,,,,,0,0,0,,,,1240,,,,3.9,2.59,3.245,,11028,4.14,0.205,99,0.139,0.526,-0.1,0.060606,21,0.21
YIL009C-A,EST3,6322181,,S000006432,ORF|Verified,38,6.73,,,,,,,0,0,0,,,,,,,,,2.05,,,20554,6.58,0.103,181,-0.094,0.381,-0.085635,0.093923,50,0.28
YIL009W,FAA3,6322182,,S000001271,ORF|Verified,241,47.74,,,,,,,0,0,0,,407,223.5,6440,,,,0.8,,,,77946,9.7,0.209,694,0.222,0.546,-0.160951,0.095101,155,0.22
YIL010W,DOT5,6322180,,S000001272,ORF|Verified,93,27.99,,,,,,,0,0,0,,,,1840,,,,1,1.82,1.41,,24119,10.13,0.144,215,0.046,0.432,-0.576744,0.065116,59,0.27
YIL011W,TIR3,6322179,,S000001273,ORF|Verified,19,5.73,,,,,,,0,0,0,,,,,,,1,3.9,0.86,1.92,,26308,3.99,0.503,269,0.616,0.757,0.060967,0.052045,112,0.42
YIL012W,YIL012W,6322178,,S000001274,ORF|Dubious,44,9.29,,,,,,,0,0,0,,,,,,,,,,,,15126,10.07,0.103,130,-0.01,0.39,-0.220769,0.146154,,
YIL013C,PDR11,6322177,,S000001275,ORF|Verified,329,79.65,,,,,,,0,0,0,,,,,,,,0.4,1.23,0.815,,160536,6.84,0.191,1411,0.158,0.506,0.016584,0.129695,331,0.23
YIL014W,MNT3,6322176,,S000001276,ORF|Verified,188,47.03,,,,,,,0,0,0,,,,2310,,,,0.7,0.77,0.735,,72409,5.36,0.14,630,0.066,0.446,-0.352857,0.119048,158,0.25
YIL015W,BAR1,6322174,,S000001277,ORF|Verified,73,19.54,,,,,,,0,0,0,,226.5,100,672,,,1,2,,1.5,,63729,4.5,0.122,587,0.029,0.432,-0.203748,0.097104,202,0.34
YIL016W,SNL1,6322173,,S000001278,ORF|Verified,73,14.47,,,,,,,0,0,0,,452.5,328,3350,,,,0.6,2.17,1.385,,18306,10.37,0.154,159,0.14,0.487,-0.637107,0.050314,38,0.24
YIL017C,VID28,6322172,,S000001279,ORF|Verified,263,71.74,,,,,,,0,0,0,,,,,,,1,,,,,105490,5.76,0.113,921,-0.034,0.391,-0.188925,0.093377,209,0.23
YIL018W,RPL2B,6322171,,S000001280,ORF|Verified,115,24.75,73,1,274236,63,1,208716,0.004028698,0.003122831,0.00355147,-1.49,,,4050,,139143.1763,,54.9,21.73,38.315,3632,27408,11.74,0.764,254,0.77,0.857,-0.490945,0.051181,44,0.17
YIL019W,YIL019W,6322170,,S000001281,ORF|Verified,169,26.87,,,,,,,0,0,0,,,,,,,,0.8,1.32,1.06,,38889,10.13,0.146,346,0.098,0.466,-1.126879,0.040462,91,0.26
YIL020C,HIS6,6322169,,S000001282,ORF|Verified,95,24.33,,,,,,,0,0,0,,110.5,172,6490,,,,1.2,0.82,1.01,,29556,5.73,0.161,261,0.092,0.464,-0.38046,0.091954,49,0.19
YIL021W,RPB3,6322168,,S000001283,ORF|Verified,77,18.79,,,,,,,0,0,0,,581.5,418,10000,,,2,3.3,1.74,2.346666667,,35297,4.35,0.167,318,0.069,0.457,-0.426415,0.072327,75,0.24
YIL022W,TIM44,6322167,,S000001284,ORF|Verified,202,48.05,,,,,,,0,0,0,,560,510.5,,,,1,0.7,0.95,0.883333333,,48854,10.25,0.14,431,0.138,0.488,-0.644548,0.085847,116,0.27
YIL023C,YIL023C,6322166,,S000001285,ORF|Uncharacterized,43,7.29,2,0.94,23978,2,0.37,8323,0.000110375,9.91E-05,0.000104455,-0.11,,,,,,,1.2,0.83,1.015,,37418,7.07,0.081,346,-0.04,0.374,0.436127,0.086705,82,0.24
YIL024C,YIL024C,6322165,,S000001286,ORF|Uncharacterized,55,13.08,,,,,,,0,0,0,,,,1540,,,,0.3,0.6,0.45,,21791,6.03,0.135,189,-0.008,0.425,-0.713757,0.095238,44,0.23
YIL025C,YIL025C,6322164,,S000001287,ORF|Dubious,48,11.29,,,,,,,0,0,0,,,,,,,,,,,,14083,10.93,0.129,124,-0.014,0.407,-0.093548,0.129032,,
YIL026C,IRR1,6322163,,S000001288,ORF|Verified,362,89.83,,,,,,,0,0,0,,,,4090,,,1,0.4,0.93,0.776666667,,133007,4.84,0.169,1150,0.078,0.469,-0.43113,0.086957,299,0.26
YIL027C,KRE27,6322162,,S000001289,ORF|Verified,37,8.99,,,,,,,0,0,0,,442,290.6151425,5240,,,2,2.1,2.44,2.18,,15907,9.63,0.117,141,-0.061,0.38,0.020568,0.113475,32,0.23
YIL028W,YIL028W,6322161,,S000001290,ORF|Dubious,37,9.61,,,,,,,0,0,0,,,,,,,,0.1,0.48,0.29,,14952,10.31,0.104,132,-0.033,0.38,0.45303,0.113636,,
YIL029C,YIL029C,6322160,,S000001291,ORF|Uncharacterized,41,5.49,,,,,,,0,0,0,,,,,,,,0.1,2.15,1.125,,16587,10.79,0.104,142,-0.022,0.402,0.282394,0.169014,26,0.18
YIL030C,SSM4,6322159,,S000001292,ORF|Verified,321,77.64,,,,,,,0,0,0,,73,100.5263503,,,,4,1.6,1.31,2.303333333,,151453,6.22,0.169,1319,0.122,0.482,0.010841,0.125095,285,0.22
YIL031W,ULP2,6322158,,S000001293,ORF|Verified,320,84.43,,,,8,1,7769,0,0.00039655,0.00020891,2.68,,,450,,,,0.6,1.65,1.125,,116881,6.82,0.147,1034,0.009,0.426,-0.716925,0.067698,314,0.3
YIL032C,YIL032C,6322157,,S000001294,ORF|Dubious,53,9.25,,,,,,,0,0,0,,,,,,,,,0.95,,,13784,11.12,0.074,118,-0.166,0.293,-0.598305,0.110169,,
YIL033C,BCY1,6322156,,S000001295,ORF|Verified,144,42.63,,,,,,,0,0,0,,381.5,490,4280,,,,1.5,2.51,2.005,,47219,8.14,0.178,416,0.231,0.537,-0.688462,0.091346,107,0.26
YIL034C,CAP2,6322155,,S000001296,ORF|Verified,64,22.68,,,,,,,0,0,0,,344,467.5,6770,,,4,2.2,2.11,2.77,,32629,4.36,0.179,287,0.129,0.48,-0.517422,0.087108,77,0.27
YIL035C,CKA1,6322154,,S000001297,ORF|Verified,143,42.46,,,,,,,0,0,0,,415,309.5,7180,,,3,2.2,3.62,2.94,,44667,9.22,0.178,372,0.059,0.465,-0.548656,0.13172,72,0.19
YIL036W,CST6,6322153,,S000001298,ORF|Verified,157,36.29,5,0.3,3843,6,0.75,10168,0.000275938,0.000297413,0.000287251,0.12,,,1240,,2541.54988,,0.7,0.83,0.765,,65264,8.19,0.145,587,0.081,0.461,-0.889778,0.051107,168,0.29
YIL037C,PRM2,6322152,,S000001299,ORF|Verified,151,36.29,2,0.49,2511,,,,0.000110375,0,5.22E-05,-1.49,,,,,,,,1.08,,,75020,8.09,0.104,656,-0.041,0.405,-0.078354,0.103659,171,0.26
YIL038C,NOT3,6322151,,S000001300,ORF|Verified,286,66.15,3,0.52,2193,,,,0.000165563,0,7.83E-05,-1.83,,,2490,,2341.332078,,2,1.26,1.63,,94402,5.39,0.144,836,0.065,0.447,-0.819737,0.064593,265,0.32
YIL039W,YIL039W,6322150,,S000001301,ORF|Uncharacterized,106,27.42,,,,,,,0,0,0,,,,1070,,,2,1.7,2.62,2.106666667,,54927,5.58,0.211,473,0.174,0.525,-0.467442,0.141649,112,0.24
YIL040W,YIL040W,6322149,,S000001302,ORF|Verified,29,8.7,,,,,,,0,0,0,,222,166.3394163,,,,1,3.5,2.01,2.17,,16508,9.73,0.197,138,0.255,0.573,0.522464,0.181159,24,0.17
YIL041W,YIL041W,6322148,,S000001303,ORF|Uncharacterized,97,25.38,,,,,,,0,0,0,,744.5,691.5,7720,,,2,4.5,1.87,2.79,,36670,4.74,0.239,326,0.35,0.614,-0.565644,0.067485,100,0.31
YIL042C,YIL042C,6322147,,S000001304,ORF|Uncharacterized,107,28.05,,,,,,,0,0,0,,,,4220,,,,0.3,0.64,0.47,,45443,8.45,0.097,394,0.084,0.458,-0.253299,0.093909,91,0.23
YIL043C,CBR1,6322146,,S000001305,ORF|Verified,114,32.38,,,,,,,0,0,0,,228.5,179.5,4820,,,8,10.1,4.46,7.52,,36199,10.11,0.17,322,0.189,0.528,-0.16118,0.07764,67,0.21
YIL044C,AGE2,6322145,,S000001306,ORF|Verified,83,21.15,1,0.27,1187,,,,5.52E-05,0,2.61E-05,-1.06,144.5,124.5,5350,,3268.472725,,0.8,1.33,1.065,,32638,10.16,0.146,298,0.102,0.46,-0.584564,0.060403,97,0.33
YIL045W,PIG2,6322144,,S000001307,ORF|Verified,176,45.17,,,,,,,0,0,0,,,,996,,,1,0.2,0.27,0.49,,61938,8.95,0.136,538,-0.005,0.412,-0.819517,0.085502,115,0.21
YIL046W,MET30,6322143,,S000001308,ORF|Verified,213,50.13,,,,,,,0,0,0,,,,217,,,,1,0.6,0.8,,72835,7.56,0.108,640,0.051,0.445,-0.559531,0.079687,158,0.25
YIL047C,SYG1,6322142,,S000001309,ORF|Verified,263,65.97,,,,,,,0,0,0,,112.5,145.342768,1160,,,1,2.7,0.98,1.56,,104216,8.86,0.147,902,0.156,0.492,-0.190133,0.134146,224,0.25
YIL048W,NEO1,6322141,,S000001310,ORF|Verified,318,81.41,,,,,,,0,0,0,,146,160.8564103,,,,,1.3,0.77,1.035,,130217,6.43,0.164,1151,0.06,0.445,-0.124674,0.093831,280,0.24
YIL049W,DFG10,6322140,,S000001311,ORF|Verified,63,15.27,,,,,,,0,0,0,,,,,,,,0.8,0.83,0.815,,30305,9.93,0.104,253,-0.053,0.388,0.281028,0.201581,55,0.22
YIL050W,PCL7,6322139,,S000001312,ORF|Verified,71,22.3,,,,1,0.42,1544,0,4.96E-05,2.61E-05,0.95,,,3390,,,,0.4,0.84,0.62,,32037,4.89,0.131,285,0.062,0.45,-0.226667,0.084211,84,0.29
YIL051C,MMF1,6322138,,S000001313,ORF|Verified,37,11.65,11,1,87790,7,1,49268,0.000607064,0.000346981,0.000470048,-1.17,224.5,59.5,168000,,127894.9068,,15.9,9.43,12.665,10098,15908,10.06,0.318,145,0.381,0.631,-0.084138,0.075862,36,0.25
YIL052C,RPL34B,6322137,,S000001314,ORF|Verified,76,10.62,15,1,131324,15,0.79,91492,0.000827815,0.000743531,0.000783413,-0.29,2505,1377.5,21000,,76162.00108,,34.4,14.6,24.5,3109,13641,11.56,0.781,121,0.846,0.908,-0.798347,0.041322,27,0.22
YIL053W,RHR2,6322136,,S000001315,ORF|Verified,90,24.54,64,1,242484,34,1,113604,0.003532009,0.001685338,0.002559148,-3.57,9107,8652.5,193000,234000,223161.2766,15,24.9,12.77,17.55666667,12711,30439,6.53,0.604,271,0.613,0.776,-0.304059,0.107011,55,0.2
YIL054W,FYV2,6322135,,S000001316,ORF|Dubious,13,3.67,,,,,,,0,0,0,,,,521,,,,0.1,1.08,0.59,,12045,7,0.111,105,-0.049,0.396,0.844762,0.171429,,
YIL055C,YIL055C,6322134,,S000001317,ORF|Uncharacterized,157,46.44,,,,,,,0,0,0,,,,,,,,0.1,0.29,0.195,,70733,7.12,0.111,627,0.004,0.403,-0.64689,0.090909,202,0.32
YIL056W,YIL056W,6322133,,S000001318,ORF|Uncharacterized,164,43.88,1,0.77,1632,,,,5.52E-05,0,2.61E-05,-1.06,,,279,,955.2770398,1,0.3,0.93,0.743333333,,71420,9.67,0.144,640,0.118,0.478,-0.429219,0.075,188,0.29
YIL057C,YIL057C,6322132,,S000001319,ORF|Uncharacterized,73,17.87,,,,,,,0,0,0,,,,5530,,,,,,,,19229,7.42,0.208,164,0.104,0.5,-0.948171,0.085366,40,0.24
YIL058W,YIL058W,6322130,,S000001320,ORF|Dubious,15,2.58,,,,,,,0,0,0,,,,,,,,,0.81,,,10333,7.83,0.145,94,0.175,0.511,0.573404,0.106383,,
YIL059C,YIL059C,6322131,,S000001321,ORF|Dubious,15,2.94,,,,,,,0,0,0,,,,,,,,0.9,0.53,0.715,,13030,4.52,0.095,121,-0.029,0.39,0.15124,0.082645,,
YIL060W,YIL060W,6322129,,S000001322,ORF|Uncharacterized,37,11.13,,,,,,,0,0,0,,,,,,,,,1.51,,,15672,10.3,0.092,144,0.072,0.439,0.420833,0.055556,47,0.33
YIL061C,SNP1,6322128,,S000001323,ORF|Verified,137,37.91,,,,,,,0,0,0,,,,736,,,,0.2,0.53,0.365,,34447,10.82,0.152,300,0.206,0.514,-0.879667,0.1,79,0.26
YIL062C,ARC15,6322127,,S000001324,ORF|Verified,45,15.86,,,,,,,0,0,0,,1445,1162.909274,3060,,,,5.1,2.06,3.58,,17134,4.99,0.127,154,0.103,0.45,-0.320779,0.064935,39,0.25
YIL063C,YRB2,6322126,,S000001325,ORF|Verified,149,38.28,,,,,,,0,0,0,,,,3620,,,,1.6,1.2,1.4,,36054,6.64,0.17,327,0.067,0.466,-1.047707,0.04893,92,0.28
YIL064W,YIL064W,6322125,,S000001326,ORF|Uncharacterized,76,19.33,,,,,,,0,0,0,,,,1620,,,1,1,1,0,,28689,4.79,0.119,257,0.022,0.437,-0.27821,0.093385,53,0.21
YIL065C,FIS1,6322124,,S000001327,ORF|Verified,61,15.75,,,,,,,0,0,0,,134.5,107.5,2410,,,1,1.1,1.28,1.126666667,,17733,9.87,0.101,155,0.068,0.44,-0.363226,0.103226,32,0.21
YIL066C,RNR3,6322123,,S000001328,ORF|Verified,244,62.54,5,0.87,6467,5,0.99,6490,0.000275938,0.000247844,0.000261138,-0.17,,,1360,,3913.543827,,1.2,0.73,0.965,4055,97514,5.89,0.29,869,0.307,0.59,-0.344649,0.09206,226,0.26
YIL067C,YIL067C,6322122,,S000001329,ORF|Uncharacterized,143,33.2,2,0.59,3305,,,,0.000110375,0,5.22E-05,-1.49,,,,,,,0.6,0.72,0.66,,75482,6.35,0.1,678,-0.011,0.386,-0.032301,0.120944,154,0.23
YIL068C,SEC6,6322121,,S000001330,ORF|Verified,270,68.08,,,,,,,0,0,0,,102.5,68.48207175,1080,,,2,0.7,0.89,1.196666667,,93427,4.87,0.139,805,0.016,0.436,-0.321739,0.098137,188,0.23
YIL069C,RPS24B,6322120,,S000001331,ORF|Verified,85,16.22,95,1,544565,76,1,384196,0.005242826,0.003767225,0.004465452,-2.16,2427,1777,6160,,275362.7492,,23.1,18.32,20.71,13296,15329,11.29,0.756,135,0.767,0.858,-0.702963,0.081481,23,0.17
YIL070C,MAM33,6322119,,S000001332,ORF|Verified,59,16.17,,,,,,,0,0,0,,362.5,333,4910,,,,1.8,1.24,1.52,,30132,4.34,0.204,266,0.194,0.525,-0.459023,0.101504,84,0.32
YIL071C,PCI8,13432314,,S000001333,ORF|Verified,101,26.1,,,,,,,0,0,0,,,,504,,,,0.1,0.88,0.49,,51287,4.59,0.109,444,-0.111,0.366,-0.121171,0.096847,106,0.24
YIL072W,HOP1,6322118,,S000001334,ORF|Verified,200,53.79,,,,,,,0,0,0,,,,,,,,,1,,,68875,8.17,0.129,605,-0.011,0.41,-0.430083,0.080992,159,0.26
YIL073C,SPO22,6322117,,S000001335,ORF|Verified,267,70.53,,,,,,,0,0,0,,,,,,,,0.1,0.8,0.45,,112433,4.97,0.117,975,-0.037,0.405,-0.204103,0.086154,243,0.25
YIL074C,SER33,6322116,,S000001336,ORF|Verified,119,35.13,,,,15,1,35011,0,0.000743531,0.000391706,3.67,485,440,2010,,,,1.2,2.2,1.7,,51188,6.39,0.237,469,0.25,0.556,-0.092751,0.066098,118,0.25
YIL075C,RPN2,6322115,,S000001337,ORF|Verified,284,83.37,,,,,,,0,0,0,,931.5,587.5,4750,,,3,3.7,2.09,2.93,,104231,6.07,0.176,945,0.142,0.485,-0.189206,0.081481,212,0.22
YIL076W,SEC28,6322114,,S000001338,ORF|Verified,79,23.51,,,,,,,0,0,0,,694,415,23100,,,5,4.9,1.81,3.903333333,,41535,4.48,0.197,359,0.149,0.506,-0.302507,0.114206,81,0.23
YIL077C,YIL077C,6322113,,S000001339,ORF|Uncharacterized,127,35.6,,,,,,,0,0,0,,,,922,,,2,0.3,0.9,1.066666667,,36946,9.77,0.133,320,0.068,0.436,-1.020312,0.121875,75,0.23
YIL078W,THS1,14318437,6322112,S000001340,ORF|Verified,271,73.88,26,1,32721,22,1,24417,0.001434879,0.001090513,0.00125346,-0.95,1795,1570.5,42600,,37660.3968,23,16.6,8.41,16.00333333,2353,84520,7.01,0.408,734,0.434,0.665,-0.547548,0.103542,169,0.23
YIL079C,AIR1,6322111,,S000001341,ORF|Verified,149,28.32,,,,1,0.49,1419,0,4.96E-05,2.61E-05,0.95,,,1550,,,,0.9,0.89,0.895,,41631,9.33,0.126,360,-0.042,0.385,-1.221667,0.108333,86,0.24
YIL082W,YIL082W,6322109,,S000001344,ORF|Dubious,100,17.99,,,,,,,0,0,0,,,,,,,,0.1,0.58,0.34,,34099,8.69,0.168,290,0.18,0.514,-0.774483,0.103448,,
YIL082W-A,YIL082W-A,6322110,,S000003537,transposable_element_gene,534,149.18,,,,,,,0,0,0,,,,,,,,,0.73,,,172453,9.97,,1498,,,,,375,0.25
YIL083C,YIL083C,6322108,,S000001345,ORF|Uncharacterized,118,34.48,,,,2,0.28,1332,0,9.91E-05,5.22E-05,1.34,119.5,95,3170,,,1,1.8,1.14,1.313333333,,41893,8.59,0.167,365,0.113,0.479,-0.372329,0.09863,94,0.26
