ORF,CommName,Fold,Cont-mean-Int,Cont-SD-Int,MMS-mean-Int,MMS-SD-Int,Localization,Function
YNL051W,COG5,1.07,12.25,2.75,13.06,1.79,"Golgi,early Golgi","Component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments"
YNL100W,,1.07,12.37,1.66,13.25,5.53,mitochondrion,"Mitochondrial inner membrane protein; subunit of the mitochondrial inner membrane organizing system (MINOS) complex, which is required for the maintenance of crista junctions and inner membrane architecture"
YNL106C,INP52,1.07,8.91,2.7,9.52,0.75,actin,"Polyphosphatidylinositol phosphatase, dephosphorylates a number of phosphatidylinositols (PIs) to PI; involved in endocytosis; hyperosmotic stress causes translocation to actin patches; synaptojanin-like protein with a Sac1 domain"
YNL323W,LEM3,1.07,17.06,1.29,18.28,1.08,ER,"Membrane protein of the plasma membrane and ER, interacts specifically in vivo with the phospholipid translocase (flippase) Dnf1p; involved in translocation of phospholipids and alkylphosphocholine drugs across the plasma membrane"
YOL058W,ARG1,1.07,23.25,6.07,24.92,1.17,cytoplasm,"Arginosuccinate synthetase, catalyzes the formation of L-argininosuccinate from citrulline and L-aspartate in the arginine biosynthesis pathway; potential Cdc28p substrate"
YOL096C,COQ3,1.07,8.18,2.34,8.73,1.76,mitochondrion,"O-methyltransferase, catalyzes two different O-methylation steps in ubiquinone (Coenzyme Q) biosynthesis; component of a mitochondrial ubiquinone-synthesizing complex; phosphoprotein"
YOR026W,BUB3,1.07,6.97,1.59,7.49,3.68,"cytoplasm,nucleus","Kinetochore checkpoint WD40 repeat protein that localizes to kinetochores during prophase and metaphase, delays anaphase in the presence of unattached kinetochores; forms complexes with Mad1p-Bub1p and with Cdc20p, binds Mad2p and Mad3p"
YPL019C,VTC3,1.07,8.8,4.29,9.44,0.99,vacuole,"Subunit of the vacuolar transporter chaperone (VTC) complex involved in membrane trafficking, vacuolar polyphosphate accumulation, microautophagy and non-autophagic vacuolar fusion"
YPL125W,KAP120,1.07,15.37,3.32,16.4,2.53,"cytoplasm,nucleus",Karyopherin responsible for the nuclear import of ribosome maturation factor Rfp1p
YPL133C,RDS2,1.07,10.36,2.29,11.11,2.54,"cytoplasm,nucleus",Transcription factor involved in regulating gluconeogenesis and glyoxylate cycle genes; member of the zinc cluster family of proteins; confers resistance to ketoconazole
YPL245W,,1.07,6.7,4.12,7.2,3.04,"cytoplasm,nucleus",Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm
YPR033C,HTS1,1.07,36.57,3.22,39.25,9.38,cytoplasm,Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome
YPR111W,DBF20,1.07,8.08,2.73,8.66,1.84,cytoplasm,"Ser/Thr kinase involved in late nuclear division, one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis"
YPR147C,,1.07,8.17,2.6,8.73,1.24,cytoplasm,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS
YBR014C,,1.06,8.6,3.7,9.09,0.39,vacuole,Cis-golgi localized monothiol glutaredoxin; more similar in activity to dithiol than other monothiol glutaredoxins; involved in the oxidative stress response; does not bind metal ions; functional overlap with GRX6
YBR070C,,1.06,19.21,2.03,20.4,2.71,ambiguous,Component of UDP-GlcNAc transferase required for the second step of dolichyl-linked oligosaccharide synthesis; anchors the catalytic subunit Alg13p to the ER membrane; similar to bacterial and human glycosyltransferases
YBR077C,,1.06,16.34,1.71,17.4,1.71,vacuolar membrane,"Component of the EGO complex, which is involved in the regulation of microautophagy, and of the GSE complex, which is required for proper sorting of amino acid permease Gap1p; gene exhibits synthetic genetic interaction with MSS4"
YBR120C,CBP6,1.06,20.8,2.33,22.12,2.87,mitochondrion,Mitochondrial protein required for translation of the COB mRNA; forms a complex with Cbp3p that binds to mt ribosomes near the polypeptide tunnel exit and promotes efficient translation of the COB mRNA; Cbp3p-Cbp6p complex also interacts with newly synthe
YBR187W,,1.06,8.71,0.66,9.19,2.69,vacuole,Putative protein of unknown function; expression is reduced in a gcr1 null mutant; GFP-fusion protein localizes to the vacuole; expression pattern and physical interactions suggest a possible role in ribosome biogenesis
YBR233W,PBP2,1.06,9.98,6.29,10.56,1.33,cytoplasm,"RNA binding protein with similarity to mammalian heterogeneous nuclear RNP K protein, involved in the regulation of telomere position effect and telomere length"
YCR018C,SRD1,1.06,8.36,1.84,8.89,1.17,"cytoplasm,nucleus",Protein involved in the processing of pre-rRNA to mature rRNA; contains a C2/C2 zinc finger motif; srd1 mutation suppresses defects caused by the rrp1-1 mutation
YCR024C,,1.06,12.53,3.19,13.23,0.94,mitochondrion,Mitochondrial asparaginyl-tRNA synthetase
YCR048W,ARE1,1.06,11.1,3.84,11.73,1.24,ER,"Acyl-CoA:sterol acyltransferase, isozyme of Are2p; endoplasmic reticulum enzyme that contributes the major sterol esterification activity in the absence of oxygen"
YDL001W,RMD1,1.06,15.97,1.08,16.85,2.58,cytoplasm,Cytoplasmic protein required for sporulation
YDL020C,RPN4,1.06,9.29,1.53,9.81,0.48,"cytoplasm,nucleus",Transcription factor that stimulates expression of proteasome genes; Rpn4p levels are in turn regulated by the 26S proteasome in a negative feedback control mechanism; RPN4 is transcriptionally regulated by various stress responses
YDL027C,,1.06,11.69,0.89,12.41,0.34,mitochondrion,"Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YDL027C is not an essential gene"
YDL081C,RPP1A,1.06,405,44.78,428.39,52.92,cytoplasm,"Ribosomal stalk protein P1 alpha, involved in the interaction between translational elongation factors and the ribosome; accumulation of P1 in the cytoplasm is regulated by phosphorylation and interaction with the P2 stalk component"
YDL159W,STE7,1.06,8.19,0.53,8.66,2.83,cytoplasm,"Signal transducing MAP kinase kinase involved in pheromone response, where it phosphorylates Fus3p, and in the pseudohyphal/invasive growth pathway, through phosphorylation of Kss1p; phosphorylated by Ste11p, degraded by ubiquitin pathway"
YDL216C,RRI1,1.06,7.72,0.25,8.16,1.29,cytoplasm,Catalytic subunit of the COP9 signalosome (CSN) complex that acts as an isopeptidase in cleaving the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; metalloendopeptidase involved in the adaptation to pheromone signaling
YDR033W,MRH1,1.06,95.31,8.93,100.81,11.81,"cell periphery,bud","Protein that localizes primarily to the plasma membrane, also found at the nuclear envelope; the authentic, non-tagged protein is detected in mitochondria in a phosphorylated state; has similarity to Hsp30p and Yro2p"
YDR105C,TMS1,1.06,14.21,1.79,15.12,2.21,vacuolar membrane,"Vacuolar membrane protein of unknown function that is conserved in mammals; predicted to contain eleven transmembrane helices; interacts with Pdr5p, a protein involved in multidrug resistance"
YDR235W,PRP42,1.06,11.09,3.15,11.8,1.99,nucleus,"U1 snRNP protein involved in splicing, required for U1 snRNP biogenesis; contains multiple tetriatricopeptide repeats"
YDR296W,MHR1,1.06,19.01,1.76,20.23,3.87,mitochondrion,Protein involved in homologous recombination in mitochondria; required for recombination-dependent mtDNA partitioning; involved in stimulation of mitochondrial DNA replication in response to oxidative stress
YDR331W,GPI8,1.06,15.95,0.45,16.85,2.1,ER,ER membrane glycoprotein subunit of the glycosylphosphatidylinositol transamidase complex that adds glycosylphosphatidylinositol (GPI) anchors to newly synthesized proteins; human PIG-K protein is a functional homolog
YDR346C,SVF1,1.06,39.58,4.56,42.14,13.04,"cytoplasm,nucleus","Protein with a potential role in cell survival pathways, required for the diauxic growth shift; expression in mammalian cells increases survival under conditions inducing apoptosis; mutant has increased aneuploidy tolerance"
YDR382W,RPP2B,1.06,414.39,40.17,441.16,18.52,cytoplasm,"Ribosomal protein P2 beta, a component of the ribosomal stalk, which is involved in the interaction between translational elongation factors and the ribosome; regulates the accumulation of P1 (Rpp1Ap and Rpp1Bp) in the cytoplasm"
YER101C,AST2,1.06,13.48,2.35,14.24,0.7,cytoplasm,"Protein that may have a role in targeting of plasma membrane [H+]ATPase (Pma1p) to the plasma membrane, as suggested by analysis of genetic interactions"
YER161C,SPT2,1.06,15.03,3.34,15.87,1.36,nucleus,"Protein involved in negative regulation of transcription; required for RNA polyadenylation; exhibits regulated interactions with both histones and SWI-SNF components, has similarity to mammalian HMG1 proteins"
YGL031C,RPL24A,1.06,199.6,15.34,211.02,7.11,cytoplasm,"Ribosomal protein L30 of the large (60S) ribosomal subunit, nearly identical to Rpl24Bp and has similarity to rat L24 ribosomal protein; not essential for translation but may be required for normal translation rate"
YGL126W,SCS3,1.06,17.1,1.66,18.15,3.26,ER,"Protein required for inositol prototrophy, identified as an ortholog of the FIT family of proteins involved in triglyceride droplet biosynthesis; disputed role in the synthesis of inositol phospholipids from inositol"
YGL150C,INO80,1.06,14.79,0.35,15.75,0.93,nucleus,"ATPase and nucleosome spacing factor, subunit of complex containing actin and actin-related proteins that has chromatin remodeling activity and 3' to 5' DNA helicase activity in vitro; has a role in modulating stress gene transcription"
YGL173C,KEM1,1.06,46.56,1.5,49.4,4.45,cytoplasm,"Evolutionarily-conserved 5'-3' exonuclease component of cytoplasmic processing (P) bodies involved in mRNA decay; plays a role in microtubule-mediated processes, filamentous growth, ribosomal RNA maturation, and telomere maintenance"
YGR062C,COX18,1.06,8.83,2.66,9.38,5.01,mitochondrion,"Mitochondrial integral inner membrane protein required for membrane insertion of C-terminus of Cox2p; interacts genetically and physically with Mss2p and Pnt1p; similar to S. cerevisiae Oxa1, N. crassa Oxa2p, and E. coli YidC"
YGR193C,PDX1,1.06,12.01,2.2,12.76,0.25,mitochondrion,"Dihydrolipoamide dehydrogenase (E3)-binding protein (E3BP) of the mitochondrial pyruvate dehydrogenase (PDH) complex, plays a structural role in the complex by binding and positioning E3 to the dihydrolipoamide acetyltransferase (E2) core"
YGR203W,,1.06,15.65,3.72,16.59,0.88,"cytoplasm,nucleus","Phosphatase with sequence similarity to Cdc25p, Arr2p and Mih1p; member of the single-domain rhodanese homology superfamily; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus"
YGR248W,SOL4,1.06,52.59,0.68,55.98,7.04,"cytoplasm,nucleus",6-phosphogluconolactonase with similarity to Sol3p
YHL025W,SNF6,1.06,13.15,2.62,13.88,2.12,nucleus,Subunit of the SWI/SNF chromatin remodeling complex involved in transcriptional regulation; functions interdependently in transcriptional activation with Snf2p and Snf5p
YHR061C,GIC1,1.06,9.93,1.13,10.5,1.64,"cytoplasm,nucleus","Protein of unknown function involved in initiation of budding and cellular polarization, interacts with Cdc42p via the Cdc42/Rac-interactive binding (CRIB) domain"
YHR117W,TOM71,1.06,17.9,6.05,18.99,3.24,mitochondrion,Mitochondrial outer membrane protein with similarity to Tom70p; probable minor component of the TOM (translocase of outer membrane) complex responsible for recognition and import of mitochondrially directed proteins
YHR121W,LSM12,1.06,11.71,2.92,12.36,1.96,"cytoplasm,nucleus",Protein of unknown function that may function in RNA processing; interacts with Pbp1p and Pbp4p and associates with ribosomes; contains an RNA-binding LSM domain and an AD domain; GFP-fusion protein is induced by the DNA-damaging agent MMS
YIL009W,FAA3,1.06,20.77,9.48,22.02,3.86,cell periphery,"Long chain fatty acyl-CoA synthetase, activates imported fatty acids; green fluorescent protein (GFP)-fusion protein localizes to the cell periphery"
YIL071C,PCI8,1.06,9.09,2.25,9.64,1.18,cytoplasm,"Possible shared subunit of Cop9 signalosome (CSN) and eIF3, binds eIF3b subunit Prt1p, has possible dual functions in transcriptional and translational control, contains a PCI (Proteasome-COP9 signalosome (CSN)-eIF3) domain"
YIL119C,RPI1,1.06,10.92,2.23,11.56,4.82,"cytoplasm,nucleus",Putative transcriptional regulator; overexpression suppresses the heat shock sensitivity of wild-type RAS2 overexpression and also suppresses the cell lysis defect of an mpk1 mutation
YIL160C,POT1,1.06,8.09,2,8.55,2.3,ambiguous,"3-ketoacyl-CoA thiolase with broad chain length specificity, cleaves 3-ketoacyl-CoA into acyl-CoA and acetyl-CoA during beta-oxidation of fatty acids"
YJL036W,SNX4,1.06,13.46,0.8,14.31,1.57,endosome,"Sorting nexin, involved in retrieval of late-Golgi SNAREs from post-Golgi endosomes to the trans-Golgi network and in cytoplasm to vacuole transport; contains a PX phosphoinositide-binding domain; forms complexes with Snx41p and with Atg20p"
YJR032W,CPR7,1.06,12.51,2.66,13.22,4.68,cytoplasm,"Peptidyl-prolyl cis-trans isomerase (cyclophilin), catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; binds to Hsp82p and contributes to chaperone activity"
YJR044C,VPS55,1.06,12.7,2.06,13.45,2.01,endosome,Late endosomal protein involved in late endosome to vacuole trafficking; functional homolog of human obesity receptor gene-related protein (OB-RGRP)
YJR111C,,1.06,8.41,3.01,8.94,1.96,mitochondrion,Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the mitochondria
YJR113C,RSM7,1.06,16.3,0.86,17.25,2.21,mitochondrion,"Mitochondrial ribosomal protein of the small subunit, has similarity to E. coli S7 ribosomal protein"
YKL025C,PAN3,1.06,9.77,2.19,10.35,0.93,cytoplasm,"Essential subunit of the Pan2p-Pan3p poly(A)-ribonuclease complex, which acts to control poly(A) tail length and regulate the stoichiometry and activity of postreplication repair complexes"
YKL095W,YJU2,1.06,10.45,2.16,11.07,1.39,nucleus,"Essential protein required for pre-mRNA splicing; associates transiently with the spliceosomal NTC (""nineteen complex"") and acts after Prp2p to promote the first catalytic reaction of splicing"
YLR018C,POM34,1.06,19.24,5.82,20.44,1.17,nuclear periphery,Integral membrane protein of the nuclear pore; has an important role in maintaining the architecture of the pore complex
YLR102C,APC9,1.06,5.37,3.67,5.67,0.08,"cytoplasm,nucleus","Subunit of the Anaphase-Promoting Complex/Cyclosome (APC/C), which is a ubiquitin-protein ligase required for degradation of anaphase inhibitors, including mitotic cyclins, during the metaphase/anaphase transition"
YLR386W,VAC14,1.06,8.4,0.81,8.94,0.28,vacuole,"Protein involved in regulated synthesis of PtdIns(3,5)P(2), in control of trafficking of some proteins to the vacuole lumen via the MVB, and in maintenance of vacuole size and acidity; interacts with Fig4p; activator of Fab1p"
